"No","year","month","day","hour","season","PM_US.Post","DEWP","HUMI","PRES","TEMP","cbwd","Iws","precipitation","Iprec","date"
47764,2015,6,14,3,2,33,20,78.39,1005,24,"SW",98,0,0,2015-06-14
47768,2015,6,14,7,2,39,21,78.53,1006,25,"SW",107,0,0,2015-06-14
47772,2015,6,14,11,2,45,22,58.89,1007,31,"SW",124,0,0,2015-06-14
47776,2015,6,14,15,2,27,20,58.42,1007,29,"SW",149,0,0,2015-06-14
47780,2015,6,14,19,2,31,20,65.62,1007,27,"SW",168,0,0,2015-06-14
47784,2015,6,14,23,2,28,20,73.84,1008,25,"SE",10,,,2015-06-14
47788,2015,6,15,3,2,27,21,83.37,1007,24,"SE",6,,,2015-06-15
47792,2015,6,15,7,2,25,21,78.53,1008,25,"cv",1,,,2015-06-15
47796,2015,6,15,11,2,44,23,83.6,1008,26,"NW",4,,,2015-06-15
47800,2015,6,15,15,2,77,23,74.35,1006,28,"cv",1,,,2015-06-15
47804,2015,6,15,19,2,40,22,94.12,1007,23,"NE",10,,,2015-06-15
47808,2015,6,15,23,2,35,22,100,1007,22,"SE",5,0,0,2015-06-15
47812,2015,6,16,3,2,32,22,94.12,1005,23,"NE",2,0,0,2015-06-16
47816,2015,6,16,7,2,25,22,100,1006,22,"NE",13,0.6,2.7,2015-06-16
47820,2015,6,16,11,2,26,20,94.03,1007,21,"NE",26,2.6,9.7,2015-06-16
47824,2015,6,16,15,2,22,20,94.03,1006,21,"NE",43,2.2,15.6,2015-06-16
47828,2015,6,16,19,2,38,20,94.03,1004,21,"SE",5,2,24.3,2015-06-16
47832,2015,6,16,23,2,35,21,100,1003,21,"SE",24,20.5,47.4,2015-06-16
47836,2015,6,17,3,2,7,21,88.54,1000,23,"NE",3,0.9,62.1,2015-06-17
47840,2015,6,17,7,2,9,22,94.12,1001,23,"SE",5,3.8,81.7,2015-06-17
47844,2015,6,17,11,2,27,23,94.16,1000,24,"SE",17,0.6,87.9,2015-06-17
47848,2015,6,17,15,2,74,25,94.25,999,26,"SW",13,0.1,0.1,2015-06-17
47852,2015,6,17,19,2,19,20,94.03,1001,21,"NE",22,0.4,3.4,2015-06-17
47856,2015,6,17,23,2,11,20,94.03,1003,21,"NE",42,0,0,2015-06-17
47860,2015,6,18,3,2,10,20,94.03,1003,21,"NE",54,2.2,3.3,2015-06-18
47864,2015,6,18,7,2,14,20,94.03,1004,21,"NE",67,0.2,0.2,2015-06-18
47868,2015,6,18,11,2,16,20,88.45,1005,22,"NE",79,0,0,2015-06-18
47872,2015,6,18,15,2,35,20,78.39,1005,24,"SE",2,0,0,2015-06-18
47876,2015,6,18,19,2,33,19,73.67,1006,24,"NE",11,0,0,2015-06-18
47880,2015,6,18,23,2,42,19,83.13,1007,22,"NE",22,0,0,2015-06-18
47884,2015,6,19,3,2,55,19,93.98,1008,20,"cv",0,0,0,2015-06-19
47888,2015,6,19,7,2,53,20,94.03,1009,21,"NW",2,0,0,2015-06-19
47892,2015,6,19,11,2,35,19,65.41,1009,26,"SE",3,0,0,2015-06-19
47896,2015,6,19,15,2,28,18,57.93,1008,27,"SE",20,0,0,2015-06-19
47900,2015,6,19,19,2,31,18,65.19,1008,25,"SE",38,0,0,2015-06-19
47904,2015,6,19,23,2,36,19,83.13,1009,22,"SE",56,0,0,2015-06-19
47908,2015,6,20,3,2,28,20,88.45,1008,22,"SE",70,0,0,2015-06-20
47912,2015,6,20,7,2,28,20,83.25,1009,23,"SE",83,0,0,2015-06-20
47916,2015,6,20,11,2,27,20,61.9,1009,28,"SE",4,0,0,2015-06-20
47920,2015,6,20,15,2,27,20,61.9,1008,28,"SE",6,0,0,2015-06-20
47924,2015,6,20,19,2,47,20,73.84,1008,25,"SE",23,0,0,2015-06-20
47928,2015,6,20,23,2,53,20,83.25,1009,23,"SE",36,0,0,2015-06-20
47932,2015,6,21,3,2,53,21,88.54,1009,23,"SE",44,0.1,0.1,2015-06-21
47936,2015,6,21,7,2,48,22,94.12,1010,23,"SE",3,0,0,2015-06-21
47940,2015,6,21,11,2,40,21,69.79,1009,27,"SE",8,0,0,2015-06-21
47944,2015,6,21,15,2,28,20,65.62,1009,27,"SW",5,0,0,2015-06-21
47948,2015,6,21,19,2,47,21,88.54,1009,23,"SE",18,0.4,1.8,2015-06-21
47952,2015,6,21,23,2,21,19,88.37,1010,21,"SE",35,1,3.6,2015-06-21
47956,2015,6,22,3,2,13,19,93.98,1007,20,"SE",49,0.8,7.2,2015-06-22
47960,2015,6,22,7,2,19,20,94.03,1007,21,"SE",65,0.2,5.3,2015-06-22
47964,2015,6,22,11,2,13,22,100,1007,22,"SE",79,0.2,11.3,2015-06-22
47968,2015,6,22,15,2,28,22,88.62,1006,24,"SE",92,0,0,2015-06-22
47972,2015,6,22,19,2,47,22,88.62,1005,24,"NE",3,0,0,2015-06-22
47976,2015,6,22,23,2,43,22,88.62,1007,24,"SE",3,0,0,2015-06-22
47980,2015,6,23,3,2,42,23,94.16,1007,24,"NE",2,0,0,2015-06-23
47984,2015,6,23,7,2,59,23,88.7,1007,25,"NE",7,0,0,2015-06-23
47988,2015,6,23,11,2,55,24,78.97,1008,28,"NE",14,0,0,2015-06-23
47992,2015,6,23,15,2,43,24,74.52,1006,29,"NE",27,0,0,2015-06-23
47996,2015,6,23,19,2,38,23,83.6,1008,26,"NE",44,0,0,2015-06-23
48000,2015,6,23,23,2,49,23,88.7,1008,25,"NE",3,0,0,2015-06-23
48004,2015,6,24,3,2,45,23,88.7,1005,25,"NE",4,0,0,2015-06-24
48008,2015,6,24,7,2,29,23,88.7,1006,25,"NE",17,0,0,2015-06-24
48012,2015,6,24,11,2,42,24,78.97,1005,28,"SE",9,0,0,2015-06-24
48020,2015,6,24,19,2,80,26,79.25,1002,30,"NE",3,0,0,2015-06-24
48024,2015,6,24,23,2,78,25,88.86,1002,27,"SE",7,0,0,2015-06-24
48028,2015,6,25,3,2,78,25,94.25,1000,26,"SE",15,0,0,2015-06-25
48032,2015,6,25,7,2,45,26,83.94,1001,29,"SW",7,0,0,2015-06-25
48036,2015,6,25,11,2,25,25,53.36,1000,36,"SW",26,0,0,2015-06-25
48040,2015,6,25,15,2,21,25,56.38,998,35,"SW",52,0,0,2015-06-25
48044,2015,6,25,19,2,31,24,62.79,998,32,"SW",75,0,0,2015-06-25
48048,2015,6,25,23,2,12,25,83.82,998,28,"NW",3,0,0,2015-06-25
48052,2015,6,26,3,2,54,25,88.86,998,27,"NW",15,0,0,2015-06-26
48056,2015,6,26,7,2,41,23,88.7,1001,25,"NE",4,0,0,2015-06-26
48060,2015,6,26,11,2,41,24,94.2,1002,25,"NW",3,1.7,4,2015-06-26
48064,2015,6,26,15,2,19,24,94.2,1002,25,"NE",3,0.3,33.1,2015-06-26
48068,2015,6,26,19,2,27,23,94.16,1002,24,"SE",5,0.1,35.6,2015-06-26
48072,2015,6,26,23,2,16,22,94.12,1003,23,"SE",19,0.1,0.1,2015-06-26
48076,2015,6,27,3,2,16,22,88.62,1001,24,"NE",3,0.1,0.1,2015-06-27
48080,2015,6,27,7,2,7,21,94.07,1004,22,"NE",21,,,2015-06-27
48084,2015,6,27,11,2,14,21,88.54,1003,23,"NE",39,0,0,2015-06-27
48088,2015,6,27,15,2,11,21,88.54,1004,23,"NE",55,0.1,0.1,2015-06-27
48092,2015,6,27,19,2,23,22,94.12,1005,23,"NE",72,0.4,1,2015-06-27
48096,2015,6,27,23,2,13,21,100,1006,21,"NE",88,4.1,13.7,2015-06-27
48100,2015,6,28,3,2,6,21,100,1005,21,"NE",100,0.1,3.8,2015-06-28
48104,2015,6,28,7,2,7,21,94.07,1007,22,"NE",113,0.9,9.7,2015-06-28
48108,2015,6,28,11,2,10,21,94.07,1008,22,"NE",127,9.3,20.2,2015-06-28
48112,2015,6,28,15,2,8,22,100,1008,22,"NE",140,1.3,48.7,2015-06-28
48116,2015,6,28,19,2,25,21,94.07,1007,22,"SE",6,0,0,2015-06-28
48120,2015,6,28,23,2,16,21,88.54,1008,23,"NE",3,0,0,2015-06-28
48124,2015,6,29,3,2,24,21,94.07,1006,22,"SE",12,0,0,2015-06-29
48128,2015,6,29,7,2,19,22,94.12,1005,23,"SW",12,0,0,2015-06-29
48132,2015,6,29,11,2,38,23,94.16,1005,24,"NE",2,0.8,1.7,2015-06-29
48136,2015,6,29,15,2,58,24,88.78,1002,26,"SE",8,0,0,2015-06-29
48140,2015,6,29,19,2,53,24,83.71,1002,27,"SE",20,0,0,2015-06-29
48144,2015,6,29,23,2,49,24,94.2,1001,25,"SE",30,0,0,2015-06-29
48148,2015,6,30,3,2,45,24,94.2,999,25,"SE",39,0,0,2015-06-30
48152,2015,6,30,7,2,82,26,94.29,998,27,"SE",2,0,0,2015-06-30
48156,2015,6,30,11,2,67,27,75.01,998,32,"SW",17,0,0,2015-06-30
48160,2015,6,30,15,2,78,27,75.01,996,32,"NW",17,0,0,2015-06-30
48164,2015,6,30,19,2,50,22,83.48,999,25,"NW",48,0,0,2015-06-30
48168,2015,6,30,23,2,8,21,94.07,1001,22,"NE",3,0,0,2015-06-30
48172,2015,7,1,3,2,21,21,94.07,1000,22,"NW",5,,,2015-07-01
48176,2015,7,1,7,2,16,18,93.94,1001,19,"NE",11,1.6,3.4,2015-07-01
48180,2015,7,1,11,2,34,19,83.13,1002,22,"SE",2,0,0,2015-07-01
48184,2015,7,1,15,2,73,20,61.9,1000,28,"SW",2,0,0,2015-07-01
48188,2015,7,1,19,2,48,21,83.37,1001,24,"SW",7,0,0,2015-07-01
48192,2015,7,1,23,2,38,20,88.45,1002,22,"SW",21,0,0,2015-07-01
48196,2015,7,2,3,2,30,20,88.45,1001,22,"cv",0,,,2015-07-02
48200,2015,7,2,7,2,43,21,88.54,1002,23,"SW",1,0,0,2015-07-02
48204,2015,7,2,11,2,74,20,61.9,1003,28,"SE",1,0,0,2015-07-02
48208,2015,7,2,15,2,78,21,62.13,1002,29,"cv",2,0,0,2015-07-02
48212,2015,7,2,19,2,51,20,69.6,1003,26,"SE",10,0,0,2015-07-02
48216,2015,7,2,23,2,59,21,83.37,1004,24,"SE",21,,,2015-07-02
48220,2015,7,3,3,2,55,21,88.54,1004,23,"SE",29,,,2015-07-03
48224,2015,7,3,7,2,44,20,78.39,1005,24,"SE",2,0,0,2015-07-03
48228,2015,7,3,11,2,58,19,54.9,1006,29,"NE",13,0,0,2015-07-03
48232,2015,7,3,15,2,91,20,61.9,1005,28,"NE",4,0,0,2015-07-03
48236,2015,7,3,19,2,111,20,69.6,1006,26,"SE",5,0,0,2015-07-03
48252,2015,7,4,11,2,21,18,73.5,1009,23,"NE",12,0,0,2015-07-04
48256,2015,7,4,15,2,23,16,68.81,1010,22,"SE",15,0,0,2015-07-04
48260,2015,7,4,19,2,24,17,77.94,1010,21,"SE",5,,,2015-07-04
48268,2015,7,5,3,2,24,18,83.01,1010,21,"NE",1,,,2015-07-05
48272,2015,7,5,7,2,28,18,78.09,1011,22,"NE",6,0,0,2015-07-05
48276,2015,7,5,11,2,23,19,83.13,1010,22,"NE",22,0.1,0.1,2015-07-05
48280,2015,7,5,15,2,21,18,73.5,1010,23,"SE",5,0,0,2015-07-05
48284,2015,7,5,19,2,34,18,88.28,1010,20,"SE",18,0.3,0.3,2015-07-05
48296,2015,7,6,7,2,24,18,93.94,1010,19,"NE",3,,,2015-07-06
48304,2015,7,6,15,2,14,17,93.89,1010,18,"NE",31,1.4,4.6,2015-07-06
48308,2015,7,6,19,2,21,16,88.11,1009,18,"NE",50,0,0,2015-07-06
48312,2015,7,6,23,2,18,17,88.2,1009,19,"NE",68,0.1,0.1,2015-07-06
48316,2015,7,7,3,2,19,18,93.94,1007,19,"NE",86,0,0,2015-07-07
48320,2015,7,7,7,2,24,19,100,1008,19,"NE",107,0.1,1.4,2015-07-07
48324,2015,7,7,11,2,18,19,83.13,1007,22,"NE",130,0,0,2015-07-07
48328,2015,7,7,15,2,20,19,78.24,1006,23,"NE",155,0.1,0.1,2015-07-07
48332,2015,7,7,19,2,22,19,88.37,1007,21,"NE",170,0,0,2015-07-07
48336,2015,7,7,23,2,25,20,94.03,1008,21,"NE",2,,,2015-07-07
48340,2015,7,8,3,2,42,20,94.03,1007,21,"NW",8,0.1,0.1,2015-07-08
48344,2015,7,8,7,2,18,20,94.03,1008,21,"NE",13,0,0,2015-07-08
48348,2015,7,8,11,2,21,21,78.53,1008,25,"NE",29,0,0,2015-07-08
48352,2015,7,8,15,2,23,21,78.53,1008,25,"NE",47,0,0,2015-07-08
48356,2015,7,8,19,2,28,21,83.37,1009,24,"NE",63,0,0,2015-07-08
48360,2015,7,8,23,2,27,20,83.25,1009,23,"NE",79,0,0,2015-07-08
48364,2015,7,9,3,2,28,21,88.54,1008,23,"NE",90,0,0,2015-07-09
48368,2015,7,9,7,2,35,22,88.62,1009,24,"NE",101,,,2015-07-09
48372,2015,7,9,11,2,33,23,78.82,1010,27,"NE",119,0,0,2015-07-09
48376,2015,7,9,15,2,16,25,88.86,1008,27,"NE",141,0.5,0.7,2015-07-09
48380,2015,7,9,19,2,31,24,94.2,1009,25,"NE",157,0,0,2015-07-09
48384,2015,7,9,23,2,31,24,100,1009,24,"NE",173,0.1,0.1,2015-07-09
48388,2015,7,10,3,2,25,23,94.16,1007,24,"NE",190,0,0,2015-07-10
48392,2015,7,10,7,2,21,23,88.7,1008,25,"NE",211,0,0,2015-07-10
48396,2015,7,10,11,2,23,24,70.36,1007,30,"NE",239,0,0,2015-07-10
48400,2015,7,10,15,2,23,23,70.17,1005,29,"NE",275,0,0,2015-07-10
48404,2015,7,10,19,2,20,23,83.6,1004,26,"NE",309,0.6,0.6,2015-07-10
48408,2015,7,10,23,2,14,23,88.7,1002,25,"NE",344,1.3,2,2015-07-10
48412,2015,7,11,3,2,6,23,94.16,998,24,"NE",389,1.6,6.4,2015-07-11
48416,2015,7,11,7,2,6,23,94.16,996,24,"NE",431,5.3,15.5,2015-07-11
48420,2015,7,11,11,2,6,23,94.16,993,24,"NE",476,3.6,29.3,2015-07-11
48424,2015,7,11,15,2,3,23,94.16,,24,"NE",522,4.8,45.6,2015-07-11
48428,2015,7,11,19,2,2,23,94.16,,24,"NE",561,3.4,65.6,2015-07-11
48432,2015,7,11,23,2,5,23,100,,23,"NW",15,4,77.1,2015-07-11
48436,2015,7,12,3,2,4,23,94.16,,24,"NW",46,,,2015-07-12
48440,2015,7,12,7,2,12,23,94.16,991,24,"NW",74,0.3,0.5,2015-07-12
48444,2015,7,12,11,2,12,23,94.16,994,24,"NW",103,0,0,2015-07-12
48448,2015,7,12,15,2,23,22,66.04,996,29,"NW",133,0,0,2015-07-12
48452,2015,7,12,19,2,33,23,74.35,998,28,"SW",4,,,2015-07-12
48456,2015,7,12,23,2,42,23,83.6,1000,26,"SW",16,,,2015-07-12
48460,2015,7,13,3,2,48,23,88.7,1000,25,"SW",24,,,2015-07-13
48464,2015,7,13,7,2,31,22,78.68,1001,26,"SW",34,,,2015-07-13
48468,2015,7,13,11,2,73,25,66.66,1002,32,"NW",9,0,0,2015-07-13
48472,2015,7,13,15,2,84,23,52.86,1000,34,"NW",23,0,0,2015-07-13
48476,2015,7,13,19,2,103,25,70.54,1001,31,"SE",7,0,0,2015-07-13
48480,2015,7,13,23,2,67,24,83.71,1003,27,"SE",20,0,0,2015-07-13
48484,2015,7,14,3,2,57,24,88.78,1002,26,"SE",26,,,2015-07-14
48488,2015,7,14,7,2,54,24,78.97,1003,28,"cv",0,,,2015-07-14
48492,2015,7,14,11,2,91,22,49.75,1003,34,"SE",8,0,0,2015-07-14
48496,2015,7,14,15,2,63,24,59.36,1002,33,"SE",25,0,0,2015-07-14
48500,2015,7,14,19,2,56,22,58.89,1002,31,"SE",41,0,0,2015-07-14
48504,2015,7,14,23,2,31,22,78.68,1004,26,"SE",57,0,0,2015-07-14
48508,2015,7,15,3,2,26,21,78.53,1003,25,"SE",69,,,2015-07-15
48512,2015,7,15,7,2,35,22,78.68,1003,26,"SE",83,0,0,2015-07-15
48516,2015,7,15,11,2,33,22,58.89,1002,31,"NE",5,0,0,2015-07-15
48520,2015,7,15,15,2,21,22,55.65,1002,32,"NE",4,0,0,2015-07-15
48524,2015,7,15,19,2,16,22,74.19,1002,27,"NE",15,0,0,2015-07-15
48528,2015,7,15,23,2,24,22,78.68,1003,26,"SE",5,0,0,2015-07-15
48532,2015,7,16,3,2,30,22,83.48,1002,25,"SE",21,0,0,2015-07-16
48536,2015,7,16,7,2,25,23,83.6,1002,26,"SE",36,0,0,2015-07-16
48540,2015,7,16,11,2,33,22,62.35,1002,30,"SE",55,0,0,2015-07-16
48544,2015,7,16,15,2,22,22,66.04,1001,29,"SE",77,0,0,2015-07-16
48548,2015,7,16,19,2,26,22,74.19,1002,27,"NE",18,0,0,2015-07-16
48552,2015,7,16,23,2,44,22,78.68,1003,26,"SE",9,0,0,2015-07-16
48556,2015,7,17,3,2,37,22,83.48,1002,25,"SE",27,0,0,2015-07-17
48560,2015,7,17,7,2,23,22,78.68,1003,26,"NE",11,0,0,2015-07-17
48564,2015,7,17,11,2,24,22,74.19,1003,27,"SE",23,0,0,2015-07-17
48568,2015,7,17,15,2,24,23,74.35,1003,28,"SE",47,0,0,2015-07-17
48572,2015,7,17,19,2,29,22,78.68,1003,26,"SE",70,0,0,2015-07-17
48576,2015,7,17,23,2,21,22,78.68,1004,26,"SE",95,0,0,2015-07-17
48580,2015,7,18,3,2,21,23,94.16,1003,24,"SE",115,0,0,2015-07-18
48584,2015,7,18,7,2,20,23,88.7,1004,25,"SE",134,0,0,2015-07-18
48588,2015,7,18,11,2,24,24,78.97,1005,28,"SE",156,0,0,2015-07-18
48592,2015,7,18,15,2,30,24,74.52,1004,29,"SE",176,0,0,2015-07-18
48596,2015,7,18,19,2,24,23,78.82,1005,27,"SE",5,0,0,2015-07-18
48600,2015,7,18,23,2,14,22,83.48,1006,25,"SE",27,0,0,2015-07-18
48604,2015,7,19,3,2,14,22,83.48,1005,25,"SE",43,0,0,2015-07-19
48608,2015,7,19,7,2,17,22,78.68,1006,26,"NE",8,0,0,2015-07-19
48612,2015,7,19,11,2,19,21,55.4,1006,31,"NE",6,0,0,2015-07-19
48616,2015,7,19,15,2,18,24,66.45,1005,31,"NE",11,0,0,2015-07-19
48620,2015,7,19,19,2,15,24,78.97,1006,28,"NE",32,0,0,2015-07-19
48624,2015,7,19,23,2,21,24,83.71,1006,27,"NE",49,0,0,2015-07-19
48628,2015,7,20,3,2,11,24,88.78,1006,26,"SE",14,0,0,2015-07-20
48632,2015,7,20,7,2,21,24,83.71,1006,27,"SE",2,0,0,2015-07-20
48636,2015,7,20,11,2,24,24,70.36,1006,30,"NE",3,0,0,2015-07-20
48640,2015,7,20,15,2,23,23,59.13,1005,32,"NE",11,0,0,2015-07-20
48644,2015,7,20,19,2,21,22,66.04,1005,29,"SE",6,0,0,2015-07-20
48648,2015,7,20,23,2,26,23,83.6,1006,26,"NE",16,0,0,2015-07-20
48652,2015,7,21,3,2,36,24,88.78,1005,26,"NE",25,0,0,2015-07-21
48656,2015,7,21,7,2,36,24,83.71,1006,27,"NE",32,0,0,2015-07-21
48660,2015,7,21,11,2,28,23,70.17,1006,29,"NE",43,0,0,2015-07-21
48664,2015,7,21,15,2,37,24,74.52,1004,29,"SE",3,0,0,2015-07-21
48668,2015,7,21,19,2,41,25,83.82,1004,28,"SE",19,0,0,2015-07-21
48672,2015,7,21,23,2,43,25,88.86,1005,27,"SE",33,0,0,2015-07-21
48676,2015,7,22,3,2,28,25,88.86,1004,27,"SE",44,0,0,2015-07-22
48680,2015,7,22,7,2,31,25,88.86,1004,27,"SE",53,0,0,2015-07-22
48684,2015,7,22,11,2,14,26,94.29,1004,27,"SE",5,0,0,2015-07-22
48688,2015,7,22,15,2,32,26,74.85,1003,31,"SW",2,0,0,2015-07-22
48692,2015,7,22,19,2,52,26,88.94,1003,28,"NE",14,0,0,2015-07-22
48696,2015,7,22,23,2,27,26,88.94,1004,28,"SE",4,0,0,2015-07-22
48700,2015,7,23,3,2,25,25,88.86,1003,27,"SE",6,0,0,2015-07-23
48704,2015,7,23,7,2,30,25,88.86,1004,27,"SE",17,,,2015-07-23
48708,2015,7,23,11,2,35,26,74.85,1003,31,"SW",14,0,0,2015-07-23
48712,2015,7,23,15,2,30,26,94.29,1003,27,"NW",8,1.3,1.3,2015-07-23
48716,2015,7,23,19,2,40,25,88.86,1004,27,"SW",4,0,0,2015-07-23
48720,2015,7,23,23,2,63,26,94.29,1005,27,"SE",5,0,0,2015-07-23
48724,2015,7,24,3,2,25,25,88.86,1003,27,"SE",4,,,2015-07-24
48728,2015,7,24,7,2,29,26,94.29,1003,27,"SE",17,0,0,2015-07-24
48732,2015,7,24,11,2,29,25,63.01,1003,33,"SW",14,0,0,2015-07-24
48736,2015,7,24,15,2,30,24,62.79,1002,32,"SW",35,0,0,2015-07-24
48740,2015,7,24,19,2,33,24,66.45,1002,31,"NW",4,0,0,2015-07-24
48744,2015,7,24,23,2,27,25,79.11,1003,29,"SW",13,0,0,2015-07-24
48748,2015,7,25,3,2,27,25,83.82,1003,28,"SW",23,,,2015-07-25
48752,2015,7,25,7,2,48,27,84.05,1004,30,"SE",2,0,0,2015-07-25
48756,2015,7,25,11,2,44,27,63.45,1004,35,"SW",8,0,0,2015-07-25
48760,2015,7,25,15,2,63,26,59.82,1002,35,"SW",21,0,0,2015-07-25
48764,2015,7,25,19,2,54,26,94.29,1004,27,"NW",4,0,0,2015-07-25
48768,2015,7,25,23,2,63,26,83.94,1004,29,"cv",2,,,2015-07-25
48772,2015,7,26,3,2,77,26,94.29,1004,27,"NE",2,,,2015-07-26
48776,2015,7,26,7,2,94,27,89.02,1006,29,"SW",2,0,0,2015-07-26
48780,2015,7,26,11,2,34,26,63.23,1006,34,"SW",3,0,0,2015-07-26
48784,2015,7,26,15,2,64,24,53.11,1005,35,"SW",10,0,0,2015-07-26
48788,2015,7,26,19,2,52,25,63.01,1006,33,"SE",4,0,0,2015-07-26
48792,2015,7,26,23,2,44,26,74.85,1007,31,"SE",20,,,2015-07-26
48796,2015,7,27,3,2,37,25,79.11,1006,29,"SE",1,,,2015-07-27
48800,2015,7,27,7,2,62,27,75.01,1008,32,"SW",6,0,0,2015-07-27
48804,2015,7,27,11,2,27,25,53.36,1008,36,"NW",5,0,0,2015-07-27
48808,2015,7,27,15,2,27,24,47.6,1007,37,"NW",4,0,0,2015-07-27
48812,2015,7,27,19,2,59,24,53.11,1007,35,"SW",5,0,0,2015-07-27
48816,2015,7,27,23,2,53,27,75.01,1008,32,"SE",13,,,2015-07-27
48820,2015,7,28,3,2,33,26,74.85,1007,31,"SW",13,0,0,2015-07-28
48824,2015,7,28,7,2,59,27,75.01,1008,32,"SW",22,0,0,2015-07-28
48828,2015,7,28,11,2,31,24,50.27,1008,36,"NW",9,0,0,2015-07-28
48832,2015,7,28,15,2,30,23,42.45,1007,38,"SW",4,0,0,2015-07-28
48836,2015,7,28,19,2,63,22,47.07,1007,35,"SW",17,0,0,2015-07-28
48840,2015,7,28,23,2,49,24,62.79,1008,32,"SW",35,0,0,2015-07-28
48844,2015,7,29,3,2,37,25,74.69,1007,30,"SW",48,,,2015-07-29
48848,2015,7,29,7,2,52,26,74.85,1008,31,"SW",59,,,2015-07-29
48852,2015,7,29,11,2,35,24,47.6,1008,37,"SW",71,0,0,2015-07-29
48856,2015,7,29,15,2,35,22,39.96,1006,38,"NW",3,,,2015-07-29
48860,2015,7,29,19,2,45,23,55.89,1006,33,"SE",13,,,2015-07-29
48864,2015,7,29,23,2,40,25,70.54,1007,31,"SW",5,,,2015-07-29
48868,2015,7,30,3,2,15,21,65.83,1007,28,"SW",23,,,2015-07-30
48872,2015,7,30,7,2,22,21,58.65,1008,30,"SW",33,,,2015-07-30
48876,2015,7,30,11,2,34,22,49.75,1009,34,"SW",48,,,2015-07-30
48880,2015,7,30,15,2,37,21,41.91,1007,36,"SW",57,,,2015-07-30
48884,2015,7,30,19,2,55,23,55.89,1006,33,"SW",73,,,2015-07-30
48888,2015,7,30,23,2,36,23,66.25,1008,30,"SE",3,,,2015-07-30
48892,2015,7,31,3,2,41,24,74.52,1008,29,"SW",14,,,2015-07-31
48896,2015,7,31,7,2,29,24,62.79,1008,32,"SW",26,,,2015-07-31
48900,2015,7,31,11,2,29,23,50.01,1008,35,"NW",3,,,2015-07-31
48904,2015,7,31,15,2,38,21,39.68,1006,37,"NW",4,,,2015-07-31
48908,2015,7,31,19,2,30,23,55.89,1006,33,"SE",5,,,2015-07-31
48912,2015,7,31,23,2,34,24,66.45,1008,31,"SE",21,,,2015-07-31
48916,2015,8,1,3,2,43,25,79.11,1007,29,"SE",34,,,2015-08-01
48920,2015,8,1,7,2,55,26,74.85,1009,31,"SW",2,0,0,2015-08-01
48924,2015,8,1,11,2,34,24,50.27,1009,36,"SW",15,0,0,2015-08-01
48928,2015,8,1,15,2,59,26,56.62,1007,36,"NE",5,0,0,2015-08-01
48932,2015,8,1,19,2,68,27,84.05,1008,30,"NE",26,0,0,2015-08-01
48936,2015,8,1,23,2,49,26,79.25,1009,30,"SE",15,0,0,2015-08-01
48940,2015,8,2,3,2,35,25,79.11,1008,29,"SE",30,0,0,2015-08-02
48944,2015,8,2,7,2,46,26,79.25,1010,30,"SE",42,0,0,2015-08-02
48948,2015,8,2,11,2,51,26,53.61,1009,37,"SW",16,0,0,2015-08-02
48952,2015,8,2,15,2,53,25,50.53,1007,37,"SW",33,0,0,2015-08-02
48956,2015,8,2,19,2,41,25,63.01,1007,33,"SE",6,0,0,2015-08-02
48960,2015,8,2,23,2,30,25,74.69,1008,30,"SE",27,0,0,2015-08-02
48964,2015,8,3,3,2,26,25,79.11,1008,29,"SE",43,0,0,2015-08-03
48968,2015,8,3,7,2,32,25,74.69,1008,30,"SE",58,0,0,2015-08-03
48972,2015,8,3,11,2,49,27,56.86,1008,37,"SW",16,0,0,2015-08-03
48976,2015,8,3,15,2,47,26,50.78,1005,38,"SE",5,0,0,2015-08-03
48980,2015,8,3,19,2,44,25,59.59,1005,34,"SE",10,0,0,2015-08-03
48984,2015,8,3,23,2,28,25,70.54,1006,31,"SE",31,0,0,2015-08-03
48988,2015,8,4,3,2,24,24,74.52,1006,29,"SE",52,0,0,2015-08-04
48992,2015,8,4,7,2,42,25,74.69,1006,30,"SE",67,0,0,2015-08-04
48996,2015,8,4,11,2,30,22,42.18,1006,37,"SW",14,0,0,2015-08-04
49000,2015,8,4,15,2,59,22,37.86,1004,39,"NW",7,0,0,2015-08-04
49004,2015,8,4,19,2,53,25,59.59,1004,34,"SE",5,0,0,2015-08-04
49008,2015,8,4,23,2,23,21,55.4,1006,31,"SE",25,0,0,2015-08-04
49012,2015,8,5,3,2,27,24,74.52,1005,29,"SE",40,0,0,2015-08-05
49016,2015,8,5,7,2,29,24,74.52,1006,29,"SE",56,0,0,2015-08-05
49020,2015,8,5,11,2,56,25,50.53,1005,37,"SW",10,0,0,2015-08-05
49024,2015,8,5,15,2,40,24,47.6,1003,37,"SE",9,0,0,2015-08-05
49028,2015,8,5,19,2,28,23,59.13,1004,32,"SE",32,0,0,2015-08-05
49032,2015,8,5,23,2,19,24,74.52,1006,29,"SE",59,0,0,2015-08-05
49036,2015,8,6,3,2,22,24,78.97,1005,28,"SE",84,0,0,2015-08-06
49040,2015,8,6,7,2,24,24,78.97,1007,28,"SE",105,0,0,2015-08-06
49044,2015,8,6,11,2,14,22,49.75,1008,34,"SE",130,0,0,2015-08-06
49048,2015,8,6,15,2,24,23,52.86,1006,34,"SE",158,0,0,2015-08-06
49052,2015,8,6,19,2,39,24,66.45,1007,31,"SE",186,0,0,2015-08-06
